pl_name,hostname,pl_letter,tic_id,pl_trandep,st_teff,st_logg,ra,dec,sy_dist,sy_tmag,Ratio,AB_Mag,Data_Size,Weight
1215.01,1215,PC,453260209,,3751,4.75718,146.87585,-77.296816,34.6633,10.42,0.000144221,21.77188466,1.250190699,0.5
1216.01,1216,PC,141527965,,4280,4.61209,87.714849,-75.688563,99.5413,11.546,0.000272412,22.20738934,1.615829202,0.5
1217.01,1217,PC,248092710,,6354,4.24472,193.260548,-44.09936,463.223,9.6517,0.05531805,14.54398739,1.097543575,0.5
1218.01,1218,PC,294781547,,5455.96,4.46737,71.484109,-68.761805,135.689,10.3869,0.014233297,16.75309075,1.578484133,0.5
1219.01,1219,PC,294981566,,6734,4.18582,72.332562,-67.368745,301.291,10.1207,0.075753958,14.67164122,1.578598702,0.5
1220.01,1220,APC,319259194,,6308,3.98679,71.650779,-78.561605,273.698,9.5298,0.049699004,14.53838531,1.391565606,0.5
1222.01,1222,PC,374997123,,6082,4.33287,99.224785,-63.079384,226.932,10.3014,0.039365723,15.56305896,1.526224928,0.5
1224.01,1224,PC,299798795,,3442,4.893,37.197836,-80.899105,37.3312,11.556,5.43E-05,23.96781761,1.315984899,0.5
1225.01,1225,PC,150428703,,5522.87,4.67156,97.166308,-64.596432,252.615,11.7582,0.014233297,18.12439075,1.57591806,0.5
1226.01,1226,PC,177115354,,5668.15,4.52573,103.754836,-69.867129,257.93,11.5514,0.021029307,17.49379215,1.497760269,0.5
1229.01,1229,APC,140760434,,6028.84,3.96199,74.130396,-74.920333,254.584,10.779,0.032603193,16.2453042,1.263468716,0.5
1232.01,1232,PC,364395234,,5739,4.28235,116.501399,-61.879794,328.604,11.7835,0.021029307,17.72589215,1.596941299,0.5
1238.01,1238,PC,153951307,,3853,4.63168,201.382339,68.836068,70.7145,11.2582,0.000128912,22.73192024,1.173062079,0.5
124.01,124,APC,29831208,,5080,4.48159,66.58263,-67.806354,809.252,11.1311,0.00562451,18.50534285,1.241806224,0.5
1241.01,1241,PC,159107668,,5826,3.7213,289.73973,44.647347,546.522,11.1634,0.021420926,17.08575895,1.076758119,0.5
1242.01,1242,PC,198212955,,4255,4.55641,248.553295,60.195927,110.015,11.598,0.000272412,22.25938934,1.322575656,0.5
1243.01,1243,PC,219698776,,3489,4.74553,135.732641,71.636416,43.1865,11.1966,6.40E-05,23.43015997,1.115774848,0.5
1244.01,1244,PC,219850915,,4599,4.58487,256.279559,69.519093,102.551,11.0157,0.000942581,20.3293581,1.269931349,0.5
1245.01,1245,PC,229781583,,3692,4.71598,283.53553,69.633534,80.0982,12.1819,9.31E-05,24.00945382,1.26662205,0.5
1247.01,1247,PC,232540264,,5711.85,4.38315,227.867864,71.841296,73.8713,8.4724,0.021029307,14.41479215,1.387031601,0.5
1248.01,1248,PC,232612416,,5227,4.50479,259.023592,63.105607,168.735,11.1153,0.007335799,18.20113599,1.401663523,0.5
1249.01,1249,PC,232976128,,5453,4.41707,200.561576,66.308533,139.49,10.2108,0.014233297,16.57699075,1.0921899,0.5
1251.01,1251,APC,233120979,,5273,4.438,273.529238,62.858243,185.952,10.6479,0.00937301,17.4676568,1.400656695,0.5
1252.01,1252,PC,233211762,,5780,4.67672,266.686079,70.784502,123.8346,12.0623,0.024792143,17.82596935,1.5661307,0.5
1254.01,1254,PC,236714379,,5451,4.33923,239.201466,65.888838,199.039,10.794,0.014233297,17.16019075,1.448812408,0.5
1258.01,1258,PC,288132261,,6124,4.15391,209.484313,79.583322,154.944,9.13619,0.036957344,14.46639266,1.22805806,0.5
1261.01,1261,PC,356311210,,5897,4.45922,268.016064,53.730699,199.964,10.6965,0.028321114,16.31567869,1.206799493,0.5
1262.01,1262,PC,365938305,,5396,4.50457,180.726502,74.061009,93.2276,9.5966,0.011579631,16.18681773,1.153343533,0.5
1263.01,1263,PC,406672232,,5098,4.54682,309.353641,22.654366,46.5539,8.5325,0.00562451,15.90674285,1.047246751,0.5
1264.01,1264,PC,416195870,,5040,4.38482,287.242092,57.344126,141.755,10.634,0.004250669,18.3123113,1.366074573,0.5
1269.01,1269,PC,198241702,,5591,4.38111,249.69664,64.559181,172.138,10.9897,0.017350203,17.14089314,1.566431187,0.5
1273.01,1273,PC,445859771,,5736,4.39,214.120856,58.390253,177.118,10.418,0.021029307,16.36039215,1.06084182,0.5
1274.01,1274,PC,459969957,,4968.1,4.5,254.816154,65.747438,178.141,11.8994,0.004250669,19.5777113,1.283749829,0.5
1279.01,1279,PC,224297258,,5477,4.5707,185.062873,56.201409,107.055,9.99454,0.014233297,16.36073075,1.079541898,0.5
128.01,128,PC,391949880,,6086,4.26269,79.520938,-80.964384,68.4727,7.9849,0.039365723,13.24655896,1.563627237,0.5
1280.01,1280,PC,230017324,,4665,4.56182,291.465322,61.776153,92.4381,10.6355,0.001447565,19.48335934,1.45951375,0.5
1281.01,1281,PC,232971294,,6191,4.27017,199.442645,71.721051,178.259,9.6635,0.045697055,14.76323401,1.116105031,0.5
1286.01,1286,APC,277507814,,6588,4.1855,310.953619,59.576628,278.771,10.1653,0.06956049,14.80884795,1.073744046,0.5
1287.01,1287,PC,352764091,,5891,4.30161,308.747621,63.474938,92.7225,8.593,0.028321114,14.21217869,1.270471477,0.5
1291.01,1291,PC,198186769,,6229,4,245.818009,62.925121,428.123,10.8722,0.042887309,16.04083256,1.173097984,0.5
1293.01,1293,PC,202504234,,5923,4.38,230.310094,63.565285,239.983,10.8605,0.028321114,16.47967869,1.033193281,0.5
1294.01,1294,PC,219015370,,5714,4.05,223.092641,70.476557,332.648,10.9458,0.020312754,16.92583251,1.091678412,0.5
1295.01,1295,PC,219852584,,6470,4.15,256.672203,67.871503,388.227,10.7973,0.062584668,15.55558465,1.2271188,0.5
1301.01,1301,PC,356867115,,4820.4,4.6,275.862543,71.581748,90.8693,10.5216,0.002149943,18.93998709,1.299626767,0.5
1302.01,1302,PC,441797803,,6530,4.23,264.378942,73.261193,339.455,10.6724,0.062584668,15.43068465,1.16567982,0.5
1311.01,1311,APC,378159598,,8298,4.19,294.722734,41.565154,556.813,10.5819,0.222998363,13.96060035,1.049549269,0.5
1312.01,1312,PC,405904232,,6460,4,301.562631,52.164181,316.176,10.1098,0.062584668,14.86808465,1.046861525,0.5
1322.01,1322,APC,240450679,,8639.7,3.96,323.527361,46.931774,713.725,10.0819,0.275431269,13.23132143,1.000627078,0.5
1327.01,1327,APC,312083267,,8715,3.55,303.295223,36.725485,457.792,8.38189,0.285931796,11.49068841,1.032251108,0.5
133.01,133,PC,219338557,,4028,4.55902,354.397374,-58.955078,48.6326,9.9762,0.000148353,21.29741552,1.098729586,0.5
1346.01,1346,PC,219852882,,4965,4.56,256.622675,68.843303,115.45,10.7261,0.004250669,18.4044113,1.640421319,0.5
1347.01,1347,PC,229747848,,5300,4.56,280.326681,70.290054,147.476,10.7157,0.00937301,17.5354568,1.713152744,0.5
1349.01,1349,APC,272635712,,5711.1,4.24,231.162129,67.464751,130.242,9.34822,0.020312754,15.32825251,1.084489708,0.5
1350.01,1350,PC,233953967,,6415,3.49,305.395161,56.462656,598.635,10.3589,0.048352988,15.39729625,1.053461432,0.5
1355.01,1355,PC,372264750,,9218,4.27,331.307643,66.775296,248.148,8.65269,0.387195102,11.4323199,1.092502252,0.5
1361.01,1361,PC,277447970,,7050,4.19,320.829517,52.8147,339.994,10.2202,0.097639157,14.49559449,1.028182888,0.5
1364.01,1364,PC,26880783,,9598,3.81,293.44357,53.464527,595.288,9.2118,0.436211853,11.86201088,1.109504965,0.5
1371.01,1371,APC,162130054,,6527,4.11,331.117705,31.018767,302.295,9.948,0.062584668,14.70628465,1.012027816,0.5
1378.01,1378,APC,249812036,,8224,3.81,339.785541,49.426562,547.399,9.624,0.222998363,13.00270035,1.030181311,0.5
1379.01,1379,APC,252490659,,5984,3.98,344.35978,53.140835,366.242,10.3842,0.032603193,15.8505042,1.01250247,0.5
138.01,138,APC,277683130,,5722,4.35582,328.926018,-61.673257,128.488,9.5739,0.021029307,15.51629215,1.068198978,0.5
1381.01,1381,PC,275722992,,9976,4.01,318.784961,44.899679,737.108,10.379,0.512181531,12.85489475,1.024533392,0.5
1386.01,1386,PC,343019899,,5769,4.43,334.504103,54.319045,146.858,10.0618,0.024792143,15.82546935,1.072757239,0.5
1398.01,1398,APC,66445643,,8918,3.51,341.386298,48.161556,648.398,8.6291,0.317170589,11.62532227,1.032012125,0.5
140.01,140,APC,140068425,,6174,4.27404,330.301777,-49.060077,337.105,9.7828,0.045697055,14.88253401,1.074750456,0.5
1404.01,1404,PC,352239069,,6051.5,4.48,292.196087,58.614764,247.074,10.9425,0.039365723,16.20415896,1.202559408,0.5
1410.01,1410,PC,199444169,,4634.6,4.51,334.882849,42.560314,72.7512,10.1917,0.000942581,19.5053581,1.025620353,0.5
1412.01,1412,APC,116483734,,4223.45,4.61744,233.065833,47.860746,81.0643,11.0997,0.000211986,22.03338497,1.065254452,0.5
1413.01,1413,PC,119700084,,5427,4.51461,333.253171,37.627574,115.417,10.1188,0.011579631,16.70901773,1.024748653,0.5
1414.01,1414,APC,125442121,,7128,4.23768,351.579721,38.55294,460.951,11.029,0.114546448,15.13100047,1.042583918,0.5
1415.01,1415,PC,148782377,,6383,4.24518,219.037047,42.378458,112.152,8.39816,0.05531805,13.29044739,1.040989686,0.5
142.01,142,PC,425934411,,3658,4.438,4.60586,-62.847875,320.237,14.7109,9.31E-05,26.53845382,1.077220548,0.5
1420.01,1420,PC,321857016,,5387,4.46259,322.941809,66.349005,201.918,11.2287,0.011579631,17.81891773,1.062853236,0.5
1421.01,1421,APC,329277372,,5780,4.438,332.630396,57.282437,74.2281,10.5998,0.024792143,16.36346935,1.055432878,0.5
1424.01,1424,PC,418959198,,4528.99,4.48318,344.907267,36.517666,86.8203,10.5152,0.000593512,20.33108108,1.025396272,0.5
1425.01,1425,APC,350132371,,5810.6,4.13,329.091358,68.998035,153.904,9.25755,0.024003068,15.05633764,1.135393049,0.5
1432.01,1432,PC,256783784,,5587,4.51,329.401792,36.321404,95.1757,9.4653,0.017350203,15.61649314,1.063074136,0.5
1433.01,1433,APC,13684720,,3275,4.75761,305.538257,36.064784,67.9631,12.4647,3.88E-05,25.24200379,1.07035003,0.5
1434.01,1434,PC,138588540,,5393.86,4.67802,176.380591,65.541314,37.7873,8.0621,0.011579631,14.65231773,1.120416809,0.5
1435.01,1435,PC,153976959,,5142,4.54622,203.537946,67.62123,92.8659,9.9802,0.00562451,17.35444285,1.060260521,0.5
1436.01,1436,PC,154383539,,5011.22,4.6136,215.602155,55.334259,131.601,11.0906,0.004250669,18.7689113,1.060953947,0.5
1437.01,1437,PC,198356533,,6093,4.32207,256.138751,56.842549,103.297,8.69378,0.039365723,13.95543896,1.75129491,0.5
1438.01,1438,PC,229650439,,5374,5.96065,280.923784,74.937833,110.513,10.3237,0.009849218,17.08965021,1.497965239,0.5
1439.01,1439,PC,232982558,,5873,4.043,241.763937,67.87764,230.306,9.98671,0.028095522,15.61457178,1.440530548,0.5
1440.01,1440,PC,233617847,,5780,4.438,283.794562,64.53137,237.152,9.80972,0.024792143,15.57338935,1.662180634,0.5
1441.01,1441,PC,233951353,,5885,4.27782,305.412906,58.140828,141.133,9.48477,0.028321114,15.10394869,1.109635042,0.5
1443.01,1443,PC,237232044,,5236,4.63898,297.398678,76.139178,85.8034,9.9377,0.007335799,17.02353599,1.362111344,0.5
1445.01,1445,PC,259172391,,6240,4.46607,292.76774,71.497358,215.246,10.6074,0.045697055,15.70713401,1.519773402,0.5
1446.01,1446,PC,294471966,,5180,4.54308,302.001457,51.361796,133.863,10.7502,0.007335799,17.83603599,1.081412948,0.5
1447.01,1447,APC,298073824,,6906,4.438,201.336817,75.982713,309.2709,8.1033,0.10060197,12.34623832,1.314024346,0.5
1448.01,1448,PC,343628284,,3391,4.84373,316.324003,57.771095,73.3345,13.1717,5.43E-05,25.58351761,1.034976304,0.5
145.01,145,PC,265612438,,5430.7,4.4,333.174716,-55.978803,438.421,11.6789,0.011579631,18.26911773,1.012431387,0.5
1450.01,1450,PC,377293776,,3407,4.7606,286.854063,59.086625,22.4467,10.0306,5.43E-05,22.44241761,1.672263621,0.5
1451.01,1451,PC,417931607,,5781,4.43068,186.524282,61.258929,91.9362,8.9989,0.024792143,14.76256935,1.081423803,0.5
1453.01,1453,PC,198390247,,4920,4.64,258.22327,57.197778,78.7415,10.1426,0.00311309,18.15907546,1.618297711,0.5
1454.01,1454,PC,294179385,,6075,4.38,300.842307,53.294181,289.372,11.1612,0.039365723,16.42285896,1.047323455,0.5
1455.01,1455,APC,387259626,,6458.8,4.32,308.670288,66.440384,245.692,10.1543,0.066237127,14.85100083,1.069657263,0.5
1460.01,1460,APC,17005768,,5766,4.438,20.610639,26.925729,150.102,9.9176,0.024792143,15.68126935,1.027365405,0.5
1461.01,1461,APC,44631965,,6046,4.26929,22.236394,35.864854,359.959,11.3805,0.034019754,16.80062661,1.008156558,0.5
1464.01,1464,PC,229944666,,5290,4.53286,288.384969,62.203124,151.654,10.8597,0.00937301,17.6794568,1.244471977,0.5
1466.01,1466,PC,237086564,,4201,4.5079,307.396532,61.550725,86.5783,11.0278,0.000211986,21.96148497,1.067855603,0.5
1467.01,1467,PC,240968774,,3834,4.74552,19.114644,49.233138,37.4418,10.5977,0.000108677,22.25680747,1.033795796,0.5
1472.01,1472,PC,306955329,,5103,4.50257,14.114261,48.637517,121.84,10.5508,0.00562451,17.92504285,1.040470578,0.5
1473.01,1473,PC,352413427,,5958,4.48217,15.598144,37.185439,67.6203,8.297,0.034019754,13.71712661,1.054005646,0.5
1475.01,1475,PC,431514478,,10012,4.29876,357.001275,49.790533,294.237,8.77994,0.530102344,11.21849523,1.042972253,0.5
1482.01,1482,PC,252616865,,6720,4.09,345.994881,52.562695,318.277,10.0687,0.075753958,14.61964122,1.012893912,0.5
1491.01,1491,PC,53875855,,5899,4.29,14.652947,34.148042,204.881,10.3996,0.028321114,16.01877869,1.012526807,0.5
1520.01,1520,PC,269238073,,6153,4.15,350.232731,62.161179,196.55,9.68805,0.042887309,14.85668256,1.080511914,0.5
1527.01,1527,PC,202375913,,7664,3.81,5.965461,51.468293,482.203,9.6968,0.152280548,13.48964346,1.041580299,0.5
153.01,153,APC,231081369,,6338.3,4.16,68.073785,-66.916299,436.225,11.7349,0.049699004,16.74348531,1.156680412,0.5
1532.01,1532,PC,327579226,,6659,4.29,4.736238,57.200629,259.563,10.1786,0.083029186,14.62997759,1.026216341,0.5
1533.01,1533,PC,345143460,,5053,4.48,355.246721,57.485242,100.051,10.1128,0.00562451,17.48704285,1.016222049,0.5
1537.01,1537,PC,173612049,,5999,4.52,348.58145,44.508759,165.589,10.473,0.034019754,15.89312661,1.024490958,0.5
1538.01,1538,PC,177244357,,6034,4.39,356.995693,47.655601,160.251,9.8931,0.034019754,15.31322661,1.006676317,0.5
1546.01,1546,PC,194203348,,6223,4.23,1.196825,41.59388,210.101,9.87731,0.042887309,15.04594256,1.000294538,0.5
155.01,155,PC,129637892,,6220.5,3.99,321.11498,-37.850181,187.131,9.0284,0.042887309,14.19703256,1.077238965,0.5
1551.01,1551,PC,288348498,,6745.5,4.09,19.700387,41.506112,313.229,9.967,0.075753958,14.51794122,1.000294388,0.5
1553.01,1553,APC,327341626,,6775.5,3.97,24.690503,42.677739,441.44,10.3478,0.08297209,14.79992447,1.011991587,0.5
1559.01,1559,PC,241040309,,8455.3,3.95,20.717398,48.955364,685.251,10.3978,0.248206735,13.66022063,1.012257668,0.5
1560.01,1560,PC,241076290,,9035,4.16,29.032856,52.585482,560.222,10.1942,0.334729893,13.13191829,1.013147909,0.5
1563.01,1563,PC,249945230,,4582,4.55,38.810203,48.273763,51.0409,9.4397,0.000942581,18.7533581,1.039658103,0.5
1569.01,1569,APC,285666479,,5511.5,3.28,43.61065,52.07103,755.795,10.424,0.013302869,16.86359127,1.007769184,0.5
1581.01,1581,PC,370759867,,5865,4.49,28.16355,55.185971,124.547,9.76978,0.028321114,15.38895869,1.000288998,0.5
159.01,159,PC,394657039,,6979.2,4.22,51.782268,-78.549831,347.593,10.5132,0.097639157,14.78859449,1.097857173,0.5
1598.01,1598,PC,67418624,,6011,4.04,28.660315,37.005042,143.239,8.6344,0.032603193,14.1007042,1.052698053,0.5
1605.01,1605,PC,101037590,,5597,4.03,54.48089,33.079897,159.748,9.62924,0.017173069,15.79157477,1.039522661,0.5
1608.01,1608,APC,138017750,,6057.7,3.84,50.80115,33.078133,100.635,7.42812,0.036957344,12.75832266,1.026455717,0.5
1610.01,1610,PC,219776325,,5740.2,4.3,263.543417,61.121472,191.957,10.3727,0.021029307,16.31509215,1.251268065,0.5
1616.01,1616,PC,322054600,,6713,4.27,323.87017,68.987307,304.408,10.4505,0.083029186,14.90187759,1.035865072,0.5
162.01,162,APC,99493790,,5404.7,4.4,317.639908,-23.305817,274.733,11.6834,0.011579631,18.27361773,1.001241444,0.5
1620.01,1620,PC,378291076,,6594,4.23,358.213636,61.36026,207.505,9.53523,0.06956049,14.17877795,1.073280756,0.5
1621.01,1621,PC,387260717,,7257,4.64,309.348824,70.954088,161.088,9.97595,0.128229426,13.95543529,1.224934425,0.5
1630.01,1630,PC,317597583,,5504,4.58,352.016676,75.552607,66.0929,8.9943,0.014233297,15.36049075,1.132023332,0.5
1631.01,1631,APC,29054413,,5473,4.46488,50.916451,25.047935,140.065,10.4289,0.014233297,16.79509075,1.032910833,0.5
1637.01,1637,APC,286355915,,6531.44,4.13711,37.893241,34.368925,374.442,10.6479,0.062584668,15.40618465,1.024455062,0.5
1638.01,1638,PC,312862941,,3810,4.56875,15.321545,55.69801,126.283,12.1312,0.000108677,23.79030747,1.02534523,0.5
1641.01,1641,PC,422923265,,9898,3.77846,40.245588,42.871248,769.138,9.616,0.473276031,12.17766826,1.054422592,0.5
1642.01,1642,APC,229940491,,5730,4.09817,288.049519,63.657061,338.948,11.1169,0.020312754,17.09693251,1.228160485,0.5
1643.01,1643,PC,298647682,,4763,4.54306,272.264241,53.217729,40.6988,8.6628,0.002149943,17.08118709,1.322709153,0.5
1648.01,1648,PC,376353509,,4871.6,4.48,45.401179,69.229924,69.835,9.5831,0.00311309,17.59957546,1.04543575,0.5
1649.01,1649,APC,116608612,,8170,4.24,85.66321,35.185708,267.683,9.17041,0.222998363,12.54911035,1.048941794,0.5
1652.01,1652,PC,154867950,,5329,3.8,188.3547,84.678957,130.942,8.68013,0.009099771,15.53200834,1.192331839,0.5
1655.01,1655,PC,266500992,,5411,4.29,61.172234,52.256992,165.314,10.3309,0.011579631,16.92111773,1.012156339,0.5
1656.01,1656,APC,267694283,,6324,4.34,63.230018,53.68705,106.477,8.54941,0.051551091,13.51826989,1.011190042,0.5
1659.01,1659,PC,288631580,,5977,4.47,277.925194,82.305949,122.494,9.56906,0.034019754,14.98918661,1.25830479,0.5
166.01,166,PC,147203645,,5254,4.45,323.196086,-44.018036,172.157,10.7258,0.00937301,17.5455568,1.048508733,0.5
1664.01,1664,PC,353782445,,6225,5.06078,276.937885,55.755753,143.031,9.17708,0.044727099,14.30010771,1.404999988,0.5
1669.01,1669,PC,428679607,,5550,4.37,45.956474,83.587427,111.276,9.52906,0.014233297,15.89525075,1.174176607,0.5
1675.01,1675,PC,81831095,,7478,4.05,47.806635,61.762385,399.401,9.9944,0.13280252,13.93583875,1.08017877,0.5
1677.01,1677,PC,87090944,,5919.7,4.12,58.486586,58.9683,197.14,10.1089,0.028095522,15.73676178,1.01198376,0.5
1681.01,1681,PC,321041369,,5672.5,4.51,81.671049,56.963615,153.896,10.4445,0.021029307,16.38689215,1.031324975,0.5
1683.01,1683,PC,58542531,,4402,4.59,65.97965,27.82237,51.1884,9.794,0.000377222,20.10196272,1.110792446,0.5
1686.01,1686,PC,102672709,,6141,4.17616,61.731142,66.119599,209.153,9.86671,0.036957344,15.19691266,1.078661862,0.5
1687.01,1687,PC,103448870,,5734,4.4674,66.834993,73.023689,124.854,9.83739,0.021029307,15.77978215,1.110528735,0.5
1688.01,1688,APC,121966220,,5843,3.7177,75.797813,41.785784,472.704,10.8001,0.021420926,16.72245895,1.025529514,0.5
1691.01,1691,PC,268334473,,5759,4.44767,272.404118,86.860343,111.445,9.52636,0.024792143,15.29002935,1.205346082,0.5
1692.01,1692,PC,288636342,,6554,4.24316,279.46436,78.61111,341.119,10.741,0.06956049,15.38454795,1.431418775,0.5
1697.01,1697,PC,1884091865,,4067,4.50609,290.10886,61.085447,83.7441,11.1744,0.000174145,22.32157675,1.099031414,0.5
1699.01,1699,PC,22705558,,5654.4,4.41,125.188745,46.203604,205.283,10.8756,0.021029307,16.81799215,1.015113634,0.5
170.01,170,PC,394698182,,5973,4.31,54.989595,-83.088518,428.915,11.9692,0.034019754,17.38932661,1.185226539,0.5
1701.01,1701,PC,274215536,,4685.1,4.42,99.898189,42.131339,123.643,10.9263,0.001447565,19.77415934,1.017797686,0.5
1703.01,1703,PC,453387619,,5747.6,4.39,113.874367,49.478068,198.501,10.6414,0.021029307,16.58379215,1.022178853,0.5
1706.01,1706,PC,230377505,,5617,4.47,285.205602,60.233671,161.185,10.486,0.017350203,16.63719314,1.49665812,0.5
1708.01,1708,APC,241173474,,6259,4.34,116.107291,43.009079,235.782,10.388,0.051551091,15.35685989,1.020370904,0.5
1709.01,1709,PC,29119552,,6157,4.1,118.629831,45.807841,268.655,10.2061,0.042887309,15.37473256,1.022695696,0.5
171.01,171,PC,309257814,,5237,4.2427,124.269428,-63.213403,256.345,11.6626,0.007263336,18.75921416,1.362559003,0.5
1713.01,1713,PC,15863518,,5097.6,4.42,100.520595,39.842904,138.371,10.618,0.00562451,17.99224285,1.055039198,0.5
1716.01,1716,PC,14336130,,5878.6,4.28,105.083329,56.824194,104.158,8.82897,0.028321114,14.44814869,1.103341194,0.5
1717.01,1717,PC,149833117,,6578,4.31,104.628546,67.677336,188.086,9.52339,0.074643897,14.09035877,1.102636127,0.5
1718.01,1718,PC,257241363,,5378,4.46,112.018025,30.321732,52.3044,8.2558,0.011579631,14.84601773,1.287938112,0.5
1719.01,1719,PC,293617835,,6096.4,3.26,135.297462,55.85994,227.754,7.7649,0.033517174,13.20118606,1.088521885,0.5
1722.01,1722,PC,85242435,,6137,4.43,114.345213,61.153925,136.419,9.52682,0.039365723,14.78847896,1.1008046,0.5
1723.01,1723,PC,71431780,,5777,4.38035,116.797198,68.476685,100.727,9.09942,0.024792143,14.86308935,1.103711439,0.5
1727.01,1727,PC,241225337,,5566,4.44006,93.558549,53.135925,115.362,9.75149,0.017350203,15.90268314,1.053819797,0.5
173.01,173,PC,270341214,,6409,4.20097,33.458853,-80.582711,152.023,8.8784,0.05531805,13.77068739,1.234261865,0.5
1730.01,1730,PC,318022259,,3691,4.70931,107.865826,48.327933,35.6917,10.3595,9.31E-05,22.18705382,1.08198245,0.5
1732.01,1732,PC,470987100,,3876,4.62394,111.801451,53.045268,74.7599,11.3266,0.000128912,22.80032024,1.040079846,0.5
1734.01,1734,PC,224596152,,5773,4.46229,254.503289,57.305263,156.571,10.2713,0.024792143,16.03496935,1.234387509,0.5
1735.01,1735,PC,365673804,,6439,4.35142,313.339157,64.229166,99.4495,8.3412,0.05971516,13.15044304,1.166578015,0.5
1737.01,1737,PC,233009109,,6669,4.01,248.253233,72.925534,177.63,8.57502,0.075753958,13.12596122,1.431651368,0.5
1738.01,1738,PC,104208182,,3948,4.59404,54.502163,50.955115,142.042,12.4851,0.000128912,23.95882024,1.027120826,0.5
1739.01,1739,PC,159418353,,4814,4.54519,240.172481,83.258659,70.9819,9.812,0.002149943,18.23038709,1.186800482,0.5
1740.01,1740,PC,174041208,,5366,4.56253,351.017992,43.37667,114.046,10.4274,0.011579631,17.01761773,1.023548943,0.5
1741.01,1741,PC,198206613,,4324,4.697,247.043455,63.499098,61.9251,10.5783,0.000272412,21.23968934,1.240785236,0.5
1742.01,1742,PC,219857012,,5707,4.31886,257.328868,71.876672,72.8871,8.2865,0.021029307,14.22889215,1.662172219,0.5
1743.01,1743,PC,219860288,,3281,4.90415,257.747332,71.872204,41.2758,12.4251,3.88E-05,25.20240379,1.225311008,0.5
